user_id,accepts_marketing,device_token,email_address,first_name,gender,is_employee,last_name,profile_picture_uri,bundle_id,debug,createdAt,updatedAt,last_store_visit,total_spend,wishlist_products,favourite_products
20914,TRUE,55B7A903F2DD4E81A3F621DDF8BCEDEEF79BCDD853921712F715107E5FEBFCB3,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-12T18:16:07.746Z,2017-01-12T18:16:09.718Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
67372,TRUE,E99B6C043473371EC02D301457995325F02FB09D5059304E837CECA89ED0EEC4,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-11T12:03:51.950Z,2017-01-11T12:38:29.416Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
85498,TRUE,2FCD8F52789E267317444BC564EF2B839766C94CFAC66990012C72BA042014A1,luiza.ivanov@starbrights.uk,Luiza,f,TRUE,Ivanov,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileLuiza.png,com.deloittedigital.starbright-retail-assistant,TRUE,2017-01-13T12:54:15.658Z,,,,,
3887,TRUE,CD382D1BE262C97D0DFF373F7337AB1E7ACE58327FF9E7ADB510EB256ED2E106,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-13T12:55:59.500Z,2017-01-13T12:56:01.259Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
53775,TRUE,4F016B7661700081C995E0D63305A27F7A56890F002961F1C6F6D009A6ADF187,luiza.ivanov@starbrights.uk,Luiza,f,TRUE,Ivanov,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileLuiza.png,com.deloittedigital.starbright-retail-assistant,FALSE,2017-01-10T17:13:38.250Z,,,,,
41196,TRUE,34E6FDBA7C854A804B4832F8F8659F03CA98A50F88E5FE0238362D31A5074C4B,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-13T15:41:42.078Z,2017-01-13T16:47:39.186Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
67015,TRUE,855D7B6F633E63D2A3351D22250C301787CA81CFEE069CD811361E8A5C6C0013,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-13T15:20:30.087Z,2017-01-13T15:22:35.527Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
60973,TRUE,7031986FB47A3C30F054225FF65424A1B39E998DAE89E5CE02B78AC05595D4F6,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-12T14:57:56.707Z,,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
66138,TRUE,11095DE96A5AD2D661B6BFC5A7760B8F084AB27186477C78414E12B149D6366F,luiza.ivanov@starbrights.uk,Luiza,f,TRUE,Ivanov,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileLuiza.png,com.deloittedigital.starbright-retail-assistant,FALSE,2017-01-11T12:08:17.995Z,2017-01-12T09:01:52.321Z,,,,
65610,TRUE,C693436811F1BED6C5C4D613F5389D4B49B5CCB66637BC8BE69B2CC684BA0DD8,luiza.ivanov@starbrights.uk,Luiza,f,TRUE,Ivanov,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileLuiza.png,com.deloittedigital.starbright-retail-assistant,TRUE,2017-01-16T09:44:49.830Z,2017-01-16T17:06:34.071Z,,,,
56203,TRUE,5FA7D7D6C45FC61D5D6290F16F38686A4D8E142E90D5FD8E7C2854C59817A7C9,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-13T17:37:36.948Z,2017-01-13T17:37:38.290Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
58969,TRUE,55E524773E36ABD53F681EE04F4B7C0FAC7417E1B3E4AAE475DEFF9855B57DF8,luiza.ivanov@starbrights.uk,Luiza,f,TRUE,Ivanov,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileLuiza.png,com.deloittedigital.starbright-retail-assistant,TRUE,2017-01-17T13:51:07.810Z,,,,,
85422,TRUE,25B2491AA2E33429D478CD1EC5CD3D222B9590188B4A7D1A7E0EA37D0F28A03D,luiza.ivanov@starbrights.uk,Luiza,f,TRUE,Ivanov,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileLuiza.png,com.deloittedigital.starbright-retail-assistant,FALSE,2017-01-13T12:11:38.756Z,,,,,
32125,TRUE,21D226C6E1820472D2D07CF7D6AF7D50F3394151B46A9F793C64DE152E1897BD,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-11T14:53:44.113Z,,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
42903,TRUE,25DBC299A802978E2C6CD8D040C6633F84C085282059BC2D1219D013B1E5347E,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-13T09:08:30.562Z,2017-01-13T09:08:41.548Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
94196,TRUE,9161C51C929284640C12225394C0CAE015961B3F202678DF9025A819FC964228,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-11T09:08:09.394Z,2017-01-11T11:19:58.871Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
61427,TRUE,44300231E79B8AD29ED7F4414E4AEA41D26DEA2DC43D97F0F69CAF5428EC9C95,luiza.ivanov@starbrights.uk,Luiza,f,TRUE,Ivanov,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileLuiza.png,com.deloittedigital.starbright-retail-assistant,TRUE,2017-01-12T09:41:10.669Z,2017-01-13T15:24:03.612Z,,,,
81871,TRUE,560736EB28E98B437E8B10F56669598CF96B4B6032F9F103D82D334E046022E7,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-16T09:51:13.405Z,,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
96022,TRUE,AD6365F3CBC241B2389275AE0ED78B7EBAF8781832E146BC9C156A9F41FFFC19,luiza.ivanov@starbrights.uk,Luiza,f,TRUE,Ivanov,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileLuiza.png,com.deloittedigital.starbright-retail-assistant,FALSE,2017-01-11T09:08:38.841Z,,,,,
14125,TRUE,209D7F695492463CF2B06BBBB05D4C51AFDBC62A5C9D574364DA625C3F3E5C6D,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-12T18:12:52.563Z,2017-01-12T18:12:54.407Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
1,TRUE,9c087a4ed913912d8abbb52b9367cb7af7f68c1bd0fd1960b55d2cbadc1fc705,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,,,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
25732,TRUE,0EC279113AAA676DEC10E27A66148528E9BBB1826839197F48E0FF8621202AAC,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-13T14:48:36.131Z,,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
1.48432E+12,TRUE,4E2F3DB0785D1645218B5266B9FB930F5F7C56DCA2D080CD07C6C3397F9E3A51,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-13T15:29:25.290Z,2017-01-13T15:40:53.696Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
83721,TRUE,5E3E47E60AC11F40D6E831228D9CADE13BE8899D7304EF62E75EBE63CC367787,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-12T15:38:35.627Z,2017-01-12T17:39:23.440Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
99207,TRUE,D3C398273E5302BF899DC2DEED2D0E9B0A7527774EE735DB4E59B3F54A2FADE3,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-11T14:55:30.669Z,2017-01-12T09:33:04.545Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
69557,TRUE,299F78D59EB55B3CD0FB1B43A747F6AFC667D4C2F6C3E8392AB8391904BAABB2,zoe.simpson@mailinator.com,Zoe,f,FALSE,Simpson,https://s3-eu-west-1.amazonaws.com/clerkandgreen-assets/user_images/App-LoggedInProfileZoe.png,com.deloittedigital.starbright-consumer,TRUE,2017-01-16T09:44:01.974Z,2017-01-16T09:44:02.180Z,2016-01-08T09:30:00.000Z,29.5,"[  { ""N"" : ""36"" }]",
